source_file,freq_hz,interval_ms,gpu,sample_idx,pcitx_bytes,pcirx_bytes,pcitx_MB,pcirx_MB,pcitx_MBps,pcirx_MBps,pcitx_status,pcirx_status,used_in_task1_baseline
idle_pcie_check_100hz.txt,100,10,GPU4,57,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,58,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,59,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,60,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,61,7708808,0,7.7088,0.0,770.881,0.0,valid,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,62,0,6775995,0.0,6.776,0.0,677.6,empty_zero,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,63,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,64,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,65,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,66,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,67,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,68,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,69,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,70,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,71,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,72,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,73,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,74,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,75,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,76,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,77,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,78,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,79,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,80,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,81,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,82,4753348,4538478,4.7533,4.5385,475.335,453.848,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,83,0,3622078,0.0,3.6221,0.0,362.208,empty_zero,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,84,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,85,141494,20962,0.1415,0.021,14.149,2.096,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,86,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,87,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,88,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,89,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,90,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,91,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,92,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,93,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,94,5660022,5670504,5.66,5.6705,566.002,567.05,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,95,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,96,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,97,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,98,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,99,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,100,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,101,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,102,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,103,7693140,6797005,7.6931,6.797,769.314,679.701,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,104,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,105,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,106,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,107,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,108,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,109,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,110,0,7892592,0.0,7.8926,0.0,789.259,empty_zero,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,111,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,112,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,113,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,114,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,115,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,116,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,117,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,118,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,119,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,120,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,121,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,122,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,123,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,124,141406,0,0.1414,0.0,14.141,0.0,valid,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,125,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,126,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,127,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,128,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,129,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,130,1569381,1412443,1.5694,1.4124,156.938,141.244,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,131,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,132,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,133,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,134,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,135,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,136,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,137,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,138,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,139,8162877,7612747,8.1629,7.6127,816.288,761.275,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,140,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,141,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,142,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,143,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,144,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,145,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,146,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,147,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
idle_pcie_check_100hz.txt,100,10,GPU4,148,7731555,7123926,7.7316,7.1239,773.155,712.393,valid,valid,False
idle_pcie_check_100hz.txt,100,10,GPU4,149,0,0,0.0,0.0,0.0,0.0,empty_zero,empty_zero,False
